,NewsID,Title,Link,Source,StartDate,EndDate,Label
314,315,"Says as Assembly Speaker he is a ""constitutional officer"" of Wisconsin.",https://www.politifact.com/factchecks/2023/apr/28/robin-vos/wisconsin-assembly-speaker-vos-sparks-legal-conund/,Robin Vos," March 4, 2023"," April 27, 2023",half-true
315,316,"“Joe Biden was involved in a plot to kidnap JFK Jr. according to the just declassified FBI files, and also made several threats.""",https://www.politifact.com/factchecks/2023/apr/27/facebook-posts/biden-plotted-kidnap-john-f-kennedy-jr-another-uns/,Facebook posts," April 26, 202"," April 27, 2023",pants-fire
316,317,The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,https://www.politifact.com/factchecks/2023/apr/27/facebook-posts/early-date-cares-act-due-legislative-quirk-not-plo/,Facebook posts," April 26, 202"," April 27, 2023",pants-fire
319,320,Says the April 22 jump in COVID-19 cases was related to the election.,https://www.politifact.com/factchecks/2023/apr/24/chris-larson/chris-larson-has-no-basis-connect-spike-new-corona/,Chris Larson," April 23, 202"," April 24, 2023",FALSE
320,321,"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain.",https://www.politifact.com/factchecks/2023/apr/24/franklin-graham/fact-checking-swedens-covid-infection-rate-without/,Franklin Graham," April 17, 202"," April 24, 2023",half-true
321,322,"In 1986, the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down,?with New York City especially hard hit.",https://www.politifact.com/factchecks/2023/apr/24/facebook-posts/no-pastor-david-wilkerson-did-not-predict-covid-19/,Facebook posts," April 3, 2023"," April 24, 2023",FALSE
330,331,"A banner with a swastika, “Trump?and “Pence?is from a Michigan coronavirus protest.",https://www.politifact.com/factchecks/2023/apr/24/facebook-posts/trump-pence-swastika-protest/,Facebook posts," April 17, 202"," April 24, 2023",FALSE
331,332,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.""",https://www.politifact.com/factchecks/2023/apr/23/jay-chaudhuri/nc-absentee-ballots-require-2-witnesses-unique/,Jay Chaudhuri," April 10, 202"," April 23, 2023",TRUE
333,334,"The Gates Foundation ""tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children.""",https://www.politifact.com/factchecks/2023/apr/23/facebook-posts/anti-vaxxers-spread-conspiracy-about-bill-gates-an/,Facebook posts," April 13, 202"," April 23, 2023",FALSE
334,335,Says Bill O'Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.,https://www.politifact.com/factchecks/2023/apr/23/facebook-posts/no-bill-oreilly-didnt-claim-covid-19-bioweapon-cre/,Facebook posts," April 11, 202"," April 23, 2023",pants-fire
336,337,Photo shows packed beach of re-opened Jacksonville Beach on CNN.,https://www.politifact.com/factchecks/2023/apr/23/viral-image/photo-packed-beach-brazil-2023-not-jacksonville-be/,Viral image," April 19, 202"," April 23, 2023",pants-fire
342,343,"The Gates Foundation ""has the patent for this coronavirus.""",https://www.politifact.com/factchecks/2023/apr/23/facebook-posts/gates-foundation-does-not-have-patent-coronavirus/,Facebook posts," April 20, 202"," April 23, 2023",FALSE
348,349,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",https://www.politifact.com/factchecks/2023/apr/22/facebook-posts/no-kennedy-center-and-pbs-didnt-pay-covid-19-kickb/,Facebook posts," April 2, 2023"," April 22, 2023",FALSE
351,352,"""Covid-19 is now the leading cause of death in the United States.""",https://www.politifact.com/factchecks/2023/apr/22/mandy-cohen/covid-19-americas-leading-cause-death/,Mandy Cohen," April 20, 202"," April 22, 2023",half-true
353,354,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,https://www.politifact.com/factchecks/2023/apr/21/facebook-posts/herd-immunity-curbed-covid-deaths-no/,Facebook posts," April 10, 202"," April 21, 2023",FALSE
354,355,Says Democrats are on vacation until May 4 and “refuse to come back?to sign a bill to help small businesses.,https://www.politifact.com/factchecks/2023/apr/21/facebook-posts/democrats-arent-refusing-return-vacation-all-congr/,Facebook posts," April 16, 202"," April 21, 2023",FALSE
355,356,Hospitals get paid more to list patients as COVID-19.,https://www.politifact.com/factchecks/2023/apr/21/facebook-posts/Fact-check-Hospitals-COVID-19-payments/,Facebook posts," April 10, 202"," April 21, 2023",half-true
356,357,"A photo taken by a journalist showing a beach in Jacksonville, Fla., isn't from after the government
reopened the beach as news reports have claimed.",https://www.politifact.com/factchecks/2023/apr/21/viral-image/yes-photo-jacksonville-beach-during-pandemic/,Viral image," April 19, 202"," April 21, 2023",FALSE
359,360,Says Wisconsin’s in-person election has caused a “surge?in new coronavirus cases,https://www.politifact.com/factchecks/2023/apr/21/facebook-posts/no-proof-yet-post-election-surge-coronavirus-cases/,Facebook posts," April 17, 202"," April 21, 2023",FALSE
361,362,"Says a photo shows the ""SAME EXACT PEOPLE"" at ""two different beaches"" in Los Angeles County and Jacksonville, Fla.",https://www.politifact.com/factchecks/2023/apr/20/facebook-posts/website-glitch-fueling-conspiracy-theory-about-cor/,Facebook posts," April 19, 202"," April 20, 2023",FALSE
362,363,News photo from stay-at-home protest was doctored to add Confederate flag.,https://www.politifact.com/factchecks/2023/apr/20/facebook-posts/news-photo-stay-home-protest-was-not-doctored/,Facebook posts," April 19, 202"," April 20, 2023",pants-fire
363,364,Says Nancy Pelosi tweeted that she was disgusted with Donald Trump over taxes,https://www.politifact.com/factchecks/2023/apr/20/facebook-posts/says-nancy-pelosi-tweeted-she-was-disgusted-donald/,Facebook posts," April 1, 2023"," April 20, 2023",FALSE
364,365,"Says Nancy Pelosi’s ""4th husband"" filed for divorce.",https://www.politifact.com/factchecks/2023/apr/20/facebook-posts/nancy-pelosi-married-same-man-1963/,Facebook posts," April 14, 202"," April 20, 2023",FALSE
369,370,Walmart is adopting a staggered shopping schedule by age group during the COVID-19 pandemic.,https://www.politifact.com/factchecks/2023/apr/17/facebook-posts/no-walmart-hasnt-announced-staggered-shopping-sche/,Facebook posts," April 3, 2023"," April 17, 2023",pants-fire
371,372,"Joe Biden ""already has what is the most progressive platform of any major party nominee in history.""",https://www.politifact.com/factchecks/2023/apr/17/barack-obama/joe-bidens-platform-progressive-obama-says/,Barack Obama," April 14, 202"," April 17, 2023",half-true
374,375,Says Madison and Milwaukee County both carry sanctuary status for illegal immigrants and released undocumented immigrants who have committed multiple crimes including sexual assault of a child,https://www.politifact.com/factchecks/2023/apr/17/donald-trump/trump-claim-madison-milwaukee-are-sanctuary-cities/,Donald Trump," January 14, 2"," April 16, 2023",half-true
375,376,Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.,https://www.politifact.com/factchecks/2023/apr/16/donald-trump/donald-trump-falsely-claims-nancy-pelosi-deleted-v/,Donald Trump," April 16, 202"," April 16, 2023",FALSE
377,378,"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""",https://www.politifact.com/factchecks/2023/apr/16/barack-obama/obama-gops-stance-preexisting-conditions-base-espe/,Barack Obama," April 14, 202"," April 16, 2023",TRUE
378,379,"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned?it.",https://www.politifact.com/factchecks/2023/apr/16/facebook-posts/no-amazons-alexa-doesnt-say-government-planned-cor/,Facebook posts," March 31, 202"," April 16, 2023",FALSE
379,380,"Says all Vegas hotels but Trump’s have donated food, rooms in COVID response.",https://www.politifact.com/factchecks/2023/apr/16/facebook-posts/trumps-vegas-hotel-hasnt-made-donations-it-isnt-on/,Facebook posts," April 9, 2023"," April 16, 2023",barely-true
380,381,"Says 3.5 million U.S. citizens lost their employer-tied health insurance in March, while zero lost their coverage in 20 other large nations combined.",https://www.politifact.com/factchecks/2023/apr/16/public-citizen/yes-millions-us-have-lost-job-related-health-insur/,Public Citizen," April 4, 2023"," April 16, 2023",mostly-true
383,384,"""This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that.""",https://www.politifact.com/factchecks/2023/apr/15/kellyanne-conway/kellyanne-conway-misleads-name-covid-19-says-its-n/,Kellyanne Conway," April 15, 202"," April 15, 2023",FALSE
385,386,Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.,https://www.politifact.com/factchecks/2023/apr/15/facebook-posts/covid-order-doesnt-ban-gardening-or-sale-seeds-and/,Facebook posts," April 12, 202"," April 15, 2023",FALSE
387,388,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,https://www.politifact.com/factchecks/2023/apr/15/viral-image/no-isnt-photo-italian-nurses-kissing-hospital/,Viral image," March 26, 202"," April 15, 2023",FALSE
389,390,"“Illinois lags way behind all of our neighbors and certainly we’re in the bottom tier of states that are doing testing.""",https://www.politifact.com/factchecks/2023/apr/15/lori-lightfoot/has-illinois-fallen-behind-other-states-testing-co/,Lori Lightfoot," April 7, 2023"," April 15, 2023",half-true
391,392,Images show COVID-19 victims being buried in mass graves in New York City.,https://www.politifact.com/factchecks/2023/apr/15/facebook-posts/fact-checking-posts-about-mass-graves-nyc/,Facebook posts," April 10, 202"," April 15, 2023",mostly-true
396,397,Says as president he has “total?authority to re-open states amid the COVID-19 pandemic.,https://www.politifact.com/factchecks/2023/apr/14/donald-trump/trumps-ridiculous-statement-about-total-authority-/,Donald Trump," April 13, 202"," April 14, 2023",pants-fire
398,399,Says there’s an 800 number you can call to track the status of your stimulus check.,https://www.politifact.com/factchecks/2023/apr/14/facebook-posts/no-there-isnt-phone-number-call-track-your-stimulu/,Facebook posts," March 31, 202"," April 14, 2023",pants-fire
400,401,"Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.""",https://www.politifact.com/factchecks/2023/apr/14/kathy-hochul/hochul-rewrites-history-ventilator-claim/,Kathy Hochul," April 8, 2023"," April 14, 2023",pants-fire
402,403,"""The president looks like he was ahead of the curve ?as you know, he talks about this all the time ?on shutting down travel from China.""",https://www.politifact.com/factchecks/2023/apr/14/rick-santorum/rick-santorum-said-trump-was-ahead-curve-china-tra/,Rick Santorum," April 13, 202"," April 14, 2023",barely-true
405,406,"""It is the decision of the President,"" not governors, to ""open up the states.""",https://www.politifact.com/factchecks/2023/apr/13/donald-trump/trumps-false-claim-its-him-not-governors-open-stat/,Donald Trump," April 13, 202"," April 13, 2023",FALSE
406,407,"Says CEOs got advance notice of COVID, then resigned to dump stock.",https://www.politifact.com/factchecks/2023/apr/13/facebook-posts/ceos-didnt-resign-trade-stock-covid-tip/,Facebook posts," March 29, 202"," April 13, 2023",FALSE
407,408,Says video of body bags being dumped in a ditch shows the “situation in Italy?due to the coronavirus.,https://www.politifact.com/factchecks/2023/apr/13/facebook-posts/no-video-doesnt-show-italys-covid-19-victims-body-/,Facebook posts," March 27, 202"," April 13, 2023",FALSE
410,411,"Says of COVID-19 that Dr. Anthony Fauci ""was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.""",https://www.politifact.com/factchecks/2023/apr/13/deanna-lorraine/tweet-amplified-trump-misleads-faucis-late-februar/,DeAnna Lorraine," April 12, 202"," April 13, 2023",barely-true
411,412,Suggests Trump urged sick people to get out and vote during COVID-19 pandemic,https://www.politifact.com/factchecks/2023/apr/13/tweets/2016-video-trump-urging-sick-people-vote-resurface/,Tweets," April 4, 2023"," April 13, 2023",FALSE
412,413,"“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package.""",https://www.politifact.com/factchecks/2023/apr/13/bernie-sanders/sanders-coronavirus-relief-effort-congress-fell-sh/,Bernie Sanders," April 8, 2023"," April 13, 2023",mostly-true
415,416,Says a photo shows South Carolina after stay-at-home orders were announced.,https://www.politifact.com/factchecks/2023/apr/13/facebook-posts/old-photo-houston-not-south-carolina-during-pandem/,Facebook posts," April 6, 2023"," April 13, 2023",FALSE
417,418,"""This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25.""",https://www.politifact.com/factchecks/2023/apr/10/ron-desantis/florida-governor-falsely-claims-novel-coronavirus-/,Ron DeSantis," April 9, 2023"," April 10, 2023",pants-fire
418,419,Says fluid milk production limitations mean grocery stores are short on milk even as farmers are dumping it,https://www.politifact.com/factchecks/2023/apr/10/facebook-posts/are-bottling-limitations-liquid-milk-blame-milk-du/,Facebook posts," April 3, 2023"," April 10, 2023",half-true
